Date,Close
03/11/2016,28.358635
04/11/2016,28.462997
07/11/2016,28.823528
08/11/2016,28.462997
09/11/2016,30.474382
10/11/2016,31.774195
11/11/2016,30.920303
14/11/2016,30.721064
15/11/2016,30.578749
16/11/2016,30.32258
17/11/2016,30.104364
18/11/2016,29.867172
21/11/2016,29.952562
22/11/2016,29.724857
23/11/2016,29.810247
25/11/2016,30.066414
28/11/2016,29.924099
29/11/2016,30.28463
30/11/2016,30.493359
01/12/2016,29.848198
02/12/2016,30.009487
05/12/2016,29.971537
06/12/2016,29.943073
07/12/2016,29.59203
08/12/2016,29.354839
09/12/2016,30.075901
12/12/2016,30.740038
13/12/2016,31.148008
14/12/2016,31.138519
15/12/2016,31.072105
16/12/2016,31.157495
19/12/2016,31.148008
20/12/2016,31.166983
21/12/2016,30.740038
22/12/2016,30.683111
23/12/2016,30.815939
27/12/2016,30.863379
28/12/2016,30.6926
29/12/2016,30.825426
30/12/2016,30.815939
03/01/2017,31.309298
04/01/2017,31.58444
05/01/2017,31.888046
06/01/2017,31.764706
09/01/2017,31.755219
10/01/2017,31.726755
11/01/2017,31.148008
12/01/2017,30.92979
13/01/2017,30.853889
17/01/2017,30.417458
18/01/2017,30.388994
19/01/2017,30.075901
20/01/2017,30.142315
23/01/2017,29.848198
24/01/2017,29.554079
25/01/2017,29.686907
26/01/2017,29.67742
27/01/2017,29.810247
30/01/2017,29.705881
31/01/2017,30.104364
01/02/2017,30.047438
02/02/2017,30.104364
03/02/2017,30.445921
06/02/2017,30.578749
07/02/2017,30.436434
08/02/2017,30.493359
09/02/2017,30.721064
10/02/2017,30.6926
13/02/2017,30.93928
14/02/2017,31.072105
15/02/2017,31.793169
16/02/2017,31.897533
17/02/2017,31.897533
21/02/2017,31.897533
22/02/2017,31.86907
23/02/2017,32.314991
24/02/2017,32.504745
27/02/2017,32.52372
28/02/2017,32.371918
01/03/2017,32.656548
02/03/2017,32.741936
03/03/2017,32.751423
06/03/2017,32.590134
07/03/2017,32.248577
08/03/2017,32.172676
09/03/2017,32.305504
10/03/2017,32.362431
13/03/2017,32.362431
14/03/2017,32.466793
15/03/2017,32.855785
16/03/2017,32.666035
17/03/2017,32.561668
20/03/2017,32.618595
21/03/2017,32.495255
22/03/2017,32.703983
23/03/2017,32.533207
24/03/2017,32.258064
27/03/2017,32.428844
28/03/2017,32.409866
29/03/2017,32.571156
30/03/2017,32.590134
31/03/2017,32.457306
03/04/2017,32.485767
04/04/2017,32.580647
05/04/2017,32.438332
06/04/2017,32.362431
07/04/2017,32.35294
10/04/2017,32.296017
11/04/2017,32.19165
12/04/2017,32.182163
13/04/2017,32.144215
17/04/2017,32.258064
18/04/2017,32.106262
19/04/2017,31.888046
20/04/2017,32.011387
21/04/2017,31.91651
24/04/2017,32.011387
25/04/2017,32.030361
26/04/2017,32.115749
27/04/2017,32.125237
28/04/2017,32.182163
01/05/2017,32.049335
02/05/2017,31.888046
03/05/2017,31.755219
04/05/2017,31.736242
05/05/2017,31.764706
08/05/2017,31.736242
09/05/2017,31.669828
10/05/2017,31.337761
11/05/2017,31.347248
12/05/2017,31.318787
15/05/2017,31.423149
16/05/2017,30.92979
17/05/2017,30.578749
18/05/2017,30.56926
19/05/2017,30.796965
22/05/2017,30.474382
23/05/2017,30.493359
24/05/2017,30.40797
25/05/2017,30.512335
26/05/2017,30.493359
30/05/2017,30.483871
31/05/2017,30.97723
01/06/2017,31.034157
02/06/2017,30.872866
05/06/2017,30.6926
06/06/2017,30.426945
07/06/2017,30.360531
08/06/2017,30.123341
09/06/2017,31.091082
12/06/2017,31.024668
13/06/2017,30.910816
14/06/2017,31.015181
15/06/2017,31.129032
16/06/2017,31.280834
19/06/2017,31.518026
20/06/2017,31.840607
21/06/2017,32.144215
22/06/2017,32.314991
23/06/2017,32.419353
26/06/2017,32.296017
27/06/2017,32.039848
28/06/2017,32.020874
29/06/2017,31.907021
30/06/2017,31.86907
03/07/2017,32.087288
05/07/2017,31.91651
06/07/2017,31.518026
07/07/2017,31.641365
10/07/2017,31.698292
11/07/2017,31.470589
12/07/2017,31.518026
13/07/2017,31.574953
14/07/2017,31.717268
17/07/2017,31.54649
18/07/2017,31.650854
19/07/2017,31.897533
20/07/2017,31.821632
21/07/2017,31.764706
24/07/2017,31.612904
25/07/2017,31.404175
26/07/2017,31.204933
27/07/2017,31.309298
28/07/2017,31.451612
31/07/2017,31.461102
01/08/2017,31.385199
02/08/2017,31.233397
03/08/2017,31.717268
04/08/2017,31.91651
07/08/2017,31.603416
08/08/2017,31.574953
09/08/2017,31.736242
10/08/2017,31.707781
11/08/2017,31.54649
14/08/2017,31.603416
15/08/2017,31.669828
16/08/2017,31.650854
17/08/2017,31.26186
18/08/2017,30.996204
21/08/2017,31.081594
22/08/2017,31.451612
23/08/2017,31.537003
24/08/2017,31.527514
25/08/2017,31.679317
28/08/2017,31.755219
29/08/2017,31.783682
30/08/2017,31.736242
31/08/2017,32.182163
01/09/2017,32.220116
05/09/2017,32.06831
06/09/2017,32.248577
07/09/2017,32.248577
08/09/2017,32.35294
11/09/2017,32.561668
12/09/2017,33.557877
13/09/2017,33.263756
14/09/2017,33.899429
15/09/2017,33.548386
18/09/2017,33.728653
19/09/2017,33.633778
20/09/2017,34.146111
21/09/2017,34.127136
22/09/2017,34.117645
25/09/2017,33.690701
26/09/2017,33.491463
27/09/2017,33.633778
28/09/2017,33.776093
29/09/2017,33.870968
02/10/2017,34.222012
03/10/2017,34.288425
04/10/2017,34.117645
05/10/2017,34.155598
06/10/2017,34.203037
09/10/2017,34.288425
10/10/2017,34.535103
11/10/2017,34.582542
12/10/2017,34.487667
13/10/2017,34.478176
16/10/2017,34.136623
17/10/2017,34.345352
18/10/2017,33.994308
19/10/2017,34.383301
20/10/2017,34.554081
23/10/2017,34.535103
24/10/2017,34.411766
25/10/2017,34.3074
26/10/2017,33.908916
27/10/2017,33.776093
30/10/2017,33.349148
31/10/2017,33.263756
01/11/2017,33.45351
02/11/2017,33.643265
03/11/2017,33.728653
06/11/2017,33.510437
07/11/2017,33.548386
08/11/2017,33.529411
09/11/2017,33.396584
10/11/2017,33.377609
13/11/2017,33.491463
14/11/2017,33.567364
15/11/2017,33.548386
16/11/2017,33.73814
17/11/2017,33.557877
20/11/2017,33.538898
21/11/2017,33.719166
22/11/2017,33.614799
24/11/2017,33.671726
27/11/2017,33.671726
28/11/2017,34.013283
29/11/2017,34.354839
30/11/2017,34.402279
01/12/2017,34.487667
04/12/2017,34.212524
05/12/2017,33.804554
06/12/2017,33.73814
07/12/2017,33.681213
08/12/2017,33.908916
11/12/2017,34.354839
12/12/2017,34.705883
13/12/2017,34.76281
14/12/2017,34.59203
15/12/2017,35.294117
18/12/2017,35.227703
19/12/2017,35.04744
20/12/2017,34.59203
21/12/2017,34.383301
22/12/2017,34.288425
26/12/2017,34.354839
27/12/2017,34.468693
28/12/2017,34.506641
29/12/2017,34.364326
02/01/2018,34.573055
03/01/2018,34.829224
04/01/2018,34.905125
05/01/2018,34.971539
08/01/2018,34.582542
09/01/2018,34.544594
10/01/2018,34.601517
11/01/2018,34.686909
12/01/2018,34.667931
16/01/2018,34.724857
17/01/2018,35.275143
18/01/2018,35.094875
19/01/2018,35.04744
22/01/2018,35.037952
23/01/2018,34.933586
24/01/2018,35.037952
25/01/2018,35.322582
26/01/2018,37.011387
29/01/2018,37.020874
30/01/2018,35.863377
31/01/2018,35.142315
01/02/2018,34.943073
02/02/2018,34.734344
05/02/2018,32.893738
06/02/2018,33.472485
07/02/2018,33.187855
08/02/2018,31.907021
09/02/2018,32.409866
12/02/2018,32.884251
13/02/2018,33.149906
14/02/2018,33.387096
15/02/2018,33.880455
16/02/2018,34.402279
20/02/2018,34.165085
21/02/2018,33.927895
22/02/2018,33.908916
23/02/2018,34.402279
26/02/2018,35.189754
27/02/2018,34.914612
28/02/2018,34.449715
01/03/2018,33.804554
02/03/2018,34.108158
05/03/2018,34.269451
06/03/2018,34.041744
07/03/2018,34.089184
08/03/2018,34.629982
09/03/2018,34.886147
12/03/2018,34.734344
13/03/2018,34.867172
14/03/2018,34.487667
15/03/2018,34.705883
16/03/2018,34.895638
19/03/2018,34.468693
20/03/2018,34.468693
21/03/2018,34.411766
22/03/2018,33.776093
23/03/2018,32.722961
26/03/2018,33.244781
27/03/2018,33.21632
28/03/2018,33.491463
29/03/2018,33.671726
02/04/2018,33.254269
03/04/2018,33.851994
04/04/2018,34.278938
05/04/2018,33.899429
06/04/2018,33.368122
09/04/2018,33.643265
10/04/2018,34.108158
11/04/2018,33.956356
12/04/2018,34.459202
13/04/2018,34.459202
16/04/2018,34.658443
17/04/2018,34.468693
18/04/2018,34.620495
19/04/2018,34.658443
20/04/2018,34.753323
23/04/2018,34.914612
24/04/2018,35.161289
25/04/2018,34.800758
26/04/2018,34.962048
27/04/2018,35.104362
30/04/2018,34.734344
01/05/2018,33.586338
02/05/2018,33.102467
03/05/2018,32.979126
04/05/2018,33.055027
07/05/2018,33.140415
08/05/2018,33.187855
09/05/2018,33.368122
10/05/2018,33.244781
11/05/2018,33.681213
14/05/2018,34.02277
15/05/2018,33.861481
16/05/2018,33.851994
17/05/2018,33.880455
18/05/2018,33.814041
21/05/2018,33.965843
22/05/2018,33.889942
23/05/2018,34.127136
24/05/2018,34.051231
25/05/2018,33.851994
29/05/2018,33.870968
30/05/2018,34.203037
31/05/2018,34.089184
01/06/2018,34.392788
04/06/2018,34.582542
05/06/2018,34.573055
06/06/2018,34.516129
07/06/2018,34.620495
08/06/2018,34.791271
11/06/2018,34.440228
12/06/2018,34.440228
13/06/2018,34.364326
14/06/2018,34.3074
15/06/2018,34.497154
18/06/2018,34.3074
19/06/2018,34.364326
20/06/2018,34.59203
21/06/2018,34.440228
22/06/2018,34.639469
25/06/2018,34.516129
26/06/2018,34.516129
27/06/2018,34.354839
28/06/2018,34.497154
29/06/2018,34.421253
02/07/2018,34.468693
03/07/2018,34.487667
05/07/2018,34.981026
06/07/2018,35.208729
09/07/2018,35.256168
10/07/2018,35.512333
11/07/2018,35.303604
12/07/2018,35.597721
13/07/2018,35.607212
16/07/2018,35.464897
17/07/2018,35.721062
18/07/2018,35.730549
19/07/2018,35.445919
20/07/2018,35.417458
23/07/2018,35.303604
24/07/2018,35.768501
25/07/2018,36.043644
26/07/2018,36.204933
27/07/2018,36.442123
30/07/2018,36.612904
31/07/2018,37.884251
01/08/2018,38.206833
02/08/2018,37.618595
03/08/2018,38.462997
06/08/2018,38.937382
07/08/2018,38.747627
08/08/2018,39.288425
09/08/2018,38.899429
10/08/2018,38.833015
13/08/2018,38.719166
14/08/2018,38.624287
15/08/2018,39.051231
16/08/2018,39.297913
17/08/2018,39.933586
20/08/2018,40.161289
21/08/2018,40
22/08/2018,39.914612
23/08/2018,40.037952
24/08/2018,40.227703
27/08/2018,39.449715
28/08/2018,39.373814
29/08/2018,39.373814
30/08/2018,39.373814
31/08/2018,39.392788
04/09/2018,39.250473
05/09/2018,39.705883
06/09/2018,39.639469
07/09/2018,40.037952
10/09/2018,39.905125
11/09/2018,40.142315
12/09/2018,40.23719
13/09/2018,40.654648
14/09/2018,40.759014
17/09/2018,40.806454
18/09/2018,41.280834
19/09/2018,41.043644
20/09/2018,41.508537
21/09/2018,41.802658
24/09/2018,41.679317
25/09/2018,41.54649
26/09/2018,41.442123
27/09/2018,41.650852
28/09/2018,41.812145
01/10/2018,42.0019
02/10/2018,41.95446
03/10/2018,42.514233
04/10/2018,42.409866
05/10/2018,42.609108
08/10/2018,42.960152
09/10/2018,43.140415
10/10/2018,42.229603
11/10/2018,40.616699
12/10/2018,41.537003
15/10/2018,40.910816
16/10/2018,41.679317
17/10/2018,42.28653
18/10/2018,41.745731
19/10/2018,42.220116
22/10/2018,42.096775
23/10/2018,41.840607
24/10/2018,40.303604
25/10/2018,41.185959
26/10/2018,40.417458
29/10/2018,41.015179
30/10/2018,40.6926
31/10/2018,40.853889
01/11/2018,41.432636
02/11/2018,40.730549
05/11/2018,41.290321
06/11/2018,40.806454
07/11/2018,42.125237
08/11/2018,41.603416
09/11/2018,42.011387
12/11/2018,41.850094
13/11/2018,41.290321
14/11/2018,40.711575
15/11/2018,40.996204
16/11/2018,41.280834
19/11/2018,41.916508
20/11/2018,41.299809
21/11/2018,40.891842
23/11/2018,40.92979
26/11/2018,41.119545
27/11/2018,41.812145
28/11/2018,42.599621
29/11/2018,43.178368
30/11/2018,43.861481
03/12/2018,43.633778
04/12/2018,42.827324
06/12/2018,42.675522
07/12/2018,41.66983
10/12/2018,42.125237
11/12/2018,41.755219
12/12/2018,41.897533
13/12/2018,42.28653
14/12/2018,41.555977
17/12/2018,40.901329
18/12/2018,40.227703
19/12/2018,39.819733
20/12/2018,39.800758
21/12/2018,39.781784
24/12/2018,38.472485
26/12/2018,40.028461
27/12/2018,40.654648
28/12/2018,40.759014
31/12/2018,41.413662
02/01/2019,41.034157
03/01/2019,39.886147
04/01/2019,40.796963
07/01/2019,41.015179
08/01/2019,41.204933
09/01/2019,41.119545
10/01/2019,40.142315
11/01/2019,40.683113
14/01/2019,40.199242
15/01/2019,40.540798
16/01/2019,39.95256
17/01/2019,40.294117
18/01/2019,40.351044
22/01/2019,40.104362
23/01/2019,40
24/01/2019,38.851994
25/01/2019,38.557877
28/01/2019,37.504745
29/01/2019,38.681213
30/01/2019,39.449715
31/01/2019,40.275143
01/02/2019,40.683113
04/02/2019,40.265656
05/02/2019,39.95256
06/02/2019,40.161289
07/02/2019,39.563568
08/02/2019,40.066414
11/02/2019,39.544594
12/02/2019,39.724857
13/02/2019,39.563568
14/02/2019,39.819733
15/02/2019,40.227703
19/02/2019,40.417458
20/02/2019,40.037952
21/02/2019,39.981026
22/02/2019,40.759014
25/02/2019,40.872864
26/02/2019,40.815941
27/02/2019,40.730549
28/02/2019,41.129032
01/03/2019,41.138519
04/03/2019,40.863377
05/03/2019,40.6926
06/03/2019,39.71537
07/03/2019,39.269451
08/03/2019,38.795067
11/03/2019,39.373814
12/03/2019,39.59203
13/03/2019,39.857685
14/03/2019,39.079697
15/03/2019,39.639469
18/03/2019,39.667931
19/03/2019,40.132828
20/03/2019,40.009487
21/03/2019,40.180267
22/03/2019,39.705883
25/03/2019,39.743832
26/03/2019,40.246677
27/03/2019,39.867172
28/03/2019,40.123341
29/03/2019,40.294117
01/04/2019,40.645161
02/04/2019,40.711575
03/04/2019,40.645161
04/04/2019,40.550285
05/04/2019,40.787476
08/04/2019,40.92979
09/04/2019,40.645161
10/04/2019,40.540798
11/04/2019,40.104362
12/04/2019,39.573055
15/04/2019,39.933586
16/04/2019,38.823528
17/04/2019,37.836811
18/04/2019,37.362431
22/04/2019,36.982922
23/04/2019,37.400379
24/04/2019,37.35294
25/04/2019,37.580647
26/04/2019,37.922199
29/04/2019,37.561668
30/04/2019,38.529411
01/05/2019,38.681213
02/05/2019,38.908916
03/05/2019,39.269451
06/05/2019,39.516129
07/05/2019,38.73814
08/05/2019,38.851994
09/05/2019,38.557877
10/05/2019,38.633778
13/05/2019,38.491463
14/05/2019,38.576851
15/05/2019,39.041744
16/05/2019,39.506641
17/05/2019,39.345352
20/05/2019,39.459202
21/05/2019,39.535103
22/05/2019,39.838711
23/05/2019,39.772297
24/05/2019,39.800758
28/05/2019,39.753323
29/05/2019,39.582542
30/05/2019,39.753323
31/05/2019,39.392788
03/06/2019,39.772297
04/06/2019,40.066414
05/06/2019,40.303604
06/06/2019,40.521824
07/06/2019,40.721062
10/06/2019,40.863377
11/06/2019,40.483871
12/06/2019,40.872864
13/06/2019,40.322582
14/06/2019,40.56926
17/06/2019,40.683113
18/06/2019,40.863377
19/06/2019,41.271347
20/06/2019,41.366222
21/06/2019,41.432636
24/06/2019,41.518028
25/06/2019,41.518028
26/06/2019,40.787476
27/06/2019,41.204933
28/06/2019,41.100571
01/07/2019,41.527515
02/07/2019,41.95446
03/07/2019,42.125237
05/07/2019,41.66983
08/07/2019,41.081593
09/07/2019,41.148006
10/07/2019,41.802658
11/07/2019,40.777988
12/07/2019,40.227703
15/07/2019,40.559772
16/07/2019,40.654648
17/07/2019,40.550285
18/07/2019,40.853889
19/07/2019,40.578747
22/07/2019,40.626186
23/07/2019,40.882355
24/07/2019,40.6926
25/07/2019,40.483871
26/07/2019,40.882355
29/07/2019,39.326378
30/07/2019,36.802658
31/07/2019,36.850094
01/08/2019,36.290321
02/08/2019,36.053131
05/08/2019,35.066414
06/08/2019,35.056927
07/08/2019,34.705883
08/08/2019,34.981026
09/08/2019,34.487667
12/08/2019,33.576851
13/08/2019,33.396584
14/08/2019,32.485767
15/08/2019,32.71347
16/08/2019,32.874763
19/08/2019,33.377609
20/08/2019,32.836811
21/08/2019,33.083492
22/08/2019,33.28273
23/08/2019,32.580647
26/08/2019,33.055027
27/08/2019,32.580647
28/08/2019,33.28273
29/08/2019,33.519924
30/08/2019,33.728653
03/09/2019,34.269451
04/09/2019,33.994308
05/09/2019,34.478176
06/09/2019,34.629982
09/09/2019,34.943073
10/09/2019,35.464897
11/09/2019,35.493359
12/09/2019,35.370018
13/09/2019,35.018974
16/09/2019,34.943073
17/09/2019,34.629982
18/09/2019,34.516129
19/09/2019,34.639469
20/09/2019,34.810246
23/09/2019,34.383301
24/09/2019,34.165085
25/09/2019,34.060722
26/09/2019,33.946869
27/09/2019,34.364326
30/09/2019,34.089184
01/10/2019,33.614799
02/10/2019,32.922199
03/10/2019,33.633778
04/10/2019,34.089184
07/10/2019,33.994308
08/10/2019,33.614799
09/10/2019,33.861481
10/10/2019,33.956356
11/10/2019,34.25996
14/10/2019,34.440228
15/10/2019,34.629982
16/10/2019,34.478176
17/10/2019,34.59203
18/10/2019,34.59203
21/10/2019,34.59203
22/10/2019,34.563568
23/10/2019,34.886147
24/10/2019,34.525616
25/10/2019,34.886147
28/10/2019,35.370018
29/10/2019,36.252373
30/10/2019,36.508537
31/10/2019,36.404175
01/11/2019,36.423149
04/11/2019,36.081593
05/11/2019,35.559772
06/11/2019,35.683113
07/11/2019,35.018974
08/11/2019,35.151802
11/11/2019,35.037952
12/11/2019,35.075901
13/11/2019,34.724857
14/11/2019,34.677418
15/11/2019,35.370018
18/11/2019,35.313091
19/11/2019,35.730549
20/11/2019,35.151802
21/11/2019,35.806454
22/11/2019,36.366222
25/11/2019,36.698292
26/11/2019,36.328274
27/11/2019,36.650852
29/11/2019,36.54649
02/12/2019,36.328274
03/12/2019,36.100571
04/12/2019,36.185959
05/12/2019,36.081593
06/12/2019,36.328274
09/12/2019,36.356735
10/12/2019,36.508537
11/12/2019,36.26186
12/12/2019,36.565464
13/12/2019,36.366222
16/12/2019,37.134724
17/12/2019,36.907021
18/12/2019,36.897533
19/12/2019,36.973434
20/12/2019,37.220116
23/12/2019,37.305504
24/12/2019,37.277039
26/12/2019,37.362431
27/12/2019,37.305504
30/12/2019,36.916508
31/12/2019,37.172676
02/01/2020,37.134724
03/01/2020,36.935486
06/01/2020,36.888046
07/01/2020,36.764706
08/01/2020,37.058823
09/01/2020,36.897533
10/01/2020,37.466793
13/01/2020,37.390892
14/01/2020,38.017078
15/01/2020,38.586338
16/01/2020,38.529411
17/01/2020,38.434536
21/01/2020,38.273247
22/01/2020,38.130932
23/01/2020,38.624287
24/01/2020,37.779884
27/01/2020,38.102467
28/01/2020,36.185959
29/01/2020,35.654648
30/01/2020,35.170776
31/01/2020,35.332069
03/02/2020,35.588234
04/02/2020,35.759014
05/02/2020,36.21442
06/02/2020,36.299809
07/02/2020,36.100571
10/02/2020,35.872864
11/02/2020,36.138519
12/02/2020,35.806454
13/02/2020,35.037952
14/02/2020,34.639469
18/02/2020,34.459202
19/02/2020,34.373814
20/02/2020,34.013283
21/02/2020,33.889942
24/02/2020,32.893738
25/02/2020,32.19165
26/02/2020,32.941177
27/02/2020,32.35294
28/02/2020,31.707781
02/03/2020,33.092979
03/03/2020,32.542694
04/03/2020,34.535103
05/03/2020,33.643265
06/03/2020,33.225807
09/03/2020,32.030361
10/03/2020,32.817837
11/03/2020,30.521822
12/03/2020,28.481974
13/03/2020,31.034157
16/03/2020,28.633776
17/03/2020,30.512335
18/03/2020,30.702087
19/03/2020,28.861481
20/03/2020,27.52372
23/03/2020,27.030361
24/03/2020,28.178368
25/03/2020,28.225805
26/03/2020,30.123341
27/03/2020,29.316889
30/03/2020,30.996204
31/03/2020,30.967743
01/04/2020,30.123341
02/04/2020,31.185959
03/04/2020,31.91651
06/04/2020,32.798862
07/04/2020,31.888046
08/04/2020,32.827324
09/04/2020,33.576851
13/04/2020,33.339657
14/04/2020,34.573055
15/04/2020,34.127136
16/04/2020,34.041744
17/04/2020,35.018974
20/04/2020,34.231499
21/04/2020,33.795067
22/04/2020,34.392788
23/04/2020,34.810246
24/04/2020,35.464897
27/04/2020,36.366222
28/04/2020,35.967743
29/04/2020,36.166985
30/04/2020,36.394688
01/05/2020,35.711575
04/05/2020,35.6926
05/05/2020,36.537003
06/05/2020,36.537003
07/05/2020,35.066414
08/05/2020,35.313091
11/05/2020,36.148006
12/05/2020,35.445919
13/05/2020,35.151802
14/05/2020,35.97723
15/05/2020,35.825428
18/05/2020,36.119545
19/05/2020,35.749527
20/05/2020,35.702087
21/05/2020,35.351044
22/05/2020,35.578747
26/05/2020,35.56926
27/05/2020,35.493359
28/05/2020,36.223907
29/05/2020,36.233398
01/06/2020,33.643265
02/06/2020,34.3074
03/06/2020,34.3074
04/06/2020,34.165085
05/06/2020,34.146111
08/06/2020,34.71537
09/06/2020,34.354839
10/06/2020,34.079697
11/06/2020,31.593927
12/06/2020,32.020874
15/06/2020,31.650854
16/06/2020,31.688805
17/06/2020,31.840607
18/06/2020,31.537003
19/06/2020,31.707781
22/06/2020,31.413662
23/06/2020,31.091082
24/06/2020,30.540796
25/06/2020,30.664137
26/06/2020,30.398481
29/06/2020,30.967743
30/06/2020,31.024668
01/07/2020,32.011387
02/07/2020,32.741936
06/07/2020,32.741936
07/07/2020,32.28653
08/07/2020,32.020874
09/07/2020,31.745731
10/07/2020,32.096775
13/07/2020,33.406071
14/07/2020,33.425049
15/07/2020,33.889942
16/07/2020,33.776093
17/07/2020,34.392788
20/07/2020,34.629982
21/07/2020,34.810246
22/07/2020,36.584438
23/07/2020,36.442123
24/07/2020,35.730549
27/07/2020,35.616699
28/07/2020,37.020874
29/07/2020,37.248577
30/07/2020,36.755219
31/07/2020,36.508537
03/08/2020,36.385201
04/08/2020,36.423149
05/08/2020,36.480076
06/08/2020,36.309299
07/08/2020,36.480076
10/08/2020,36.423149
11/08/2020,35.853889
12/08/2020,36.366222
13/08/2020,36.21442
14/08/2020,36.110058
17/08/2020,36.385201
18/08/2020,36.394688
19/08/2020,36.299809
20/08/2020,36.736244
21/08/2020,36.888046
24/08/2020,36.850094
25/08/2020,36.442123
26/08/2020,36.100571
27/08/2020,35.920303
28/08/2020,35.967743
31/08/2020,35.853889
01/09/2020,34.990513
02/09/2020,35.294117
03/09/2020,34.535103
04/09/2020,34.497154
08/09/2020,34.089184
09/09/2020,34.326378
10/09/2020,33.823528
11/09/2020,34.222012
14/09/2020,35.113853
15/09/2020,35.066414
16/09/2020,34.895638
17/09/2020,34.933586
18/09/2020,34.753323
21/09/2020,34.174572
22/09/2020,34.392788
23/09/2020,34.155598
24/09/2020,33.927895
25/09/2020,34.203037
28/09/2020,34.525616
29/09/2020,34.316887
30/09/2020,34.819733
01/10/2020,34.506641
02/10/2020,34.516129
05/10/2020,34.867172
06/10/2020,34.316887
07/10/2020,34.601517
08/10/2020,35
09/10/2020,34.905125
12/10/2020,34.933586
13/10/2020,35.009487
14/10/2020,34.971539
15/10/2020,34.677418
16/10/2020,36.005692
19/10/2020,35.863377
20/10/2020,35.56926
21/10/2020,35.180267
22/10/2020,35.512333
23/10/2020,36.223907
26/10/2020,35.97723
27/10/2020,35.512333
28/10/2020,33.633778
29/10/2020,33.472485
30/10/2020,33.662239
02/11/2020,34.373814
03/11/2020,34.335861
04/11/2020,35.417458
05/11/2020,34.525616
06/11/2020,34.535103
09/11/2020,37.19165
10/11/2020,36.698292
11/11/2020,36.527515
12/11/2020,35.626186
13/11/2020,36.641365
16/11/2020,35.417458
17/11/2020,36.040001
18/11/2020,36.32
19/11/2020,36.189999
20/11/2020,36.700001
23/11/2020,36.52
24/11/2020,36.599998
25/11/2020,36.529999
27/11/2020,37.23
30/11/2020,38.310001
01/12/2020,39.41
02/12/2020,40.799999
03/12/2020,40.09
04/12/2020,40.34
07/12/2020,41.25
08/12/2020,42.560001
09/12/2020,41.849998
10/12/2020,41.73
11/12/2020,41.119999
14/12/2020,39.209999
15/12/2020,38.709999
16/12/2020,37.84
17/12/2020,38.029999
18/12/2020,37.68
21/12/2020,37.380001
22/12/2020,36.740002
23/12/2020,37.439999
24/12/2020,37.27
28/12/2020,36.82
29/12/2020,37.049999
30/12/2020,36.740002
31/12/2020,36.810001
04/01/2021,36.810001
05/01/2021,37.189999
06/01/2021,36.869999
07/01/2021,37.060001
08/01/2021,37.130001
11/01/2021,37.77
12/01/2021,37.18
13/01/2021,36.860001
14/01/2021,36.75
15/01/2021,36.700001
19/01/2021,36.73
20/01/2021,36.5
21/01/2021,36.48
22/01/2021,36.549999
25/01/2021,37.279999
26/01/2021,37.310001
27/01/2021,36.240002
28/01/2021,35.860001
29/01/2021,35.900002
01/02/2021,35.799999
02/02/2021,34.990002
03/02/2021,34.84
04/02/2021,34.889999
05/02/2021,34.919998
08/02/2021,34.82
09/02/2021,34.970001
10/02/2021,34.740002
11/02/2021,34.43
12/02/2021,34.720001
